placeID,latitude,longitude
630,37.28138148,127.4155641
631,37.16438482,127.5593575
632,37.26652047,127.3967231
633,,
634,37.35432874,127.4633814
635,37.24132,127.3898123
636,37.21969067,127.3947018
637,37.25246123,127.4397053
638,37.19472901,127.4459485
639,37.26748383,127.5162638
640,37.21900118,127.3420542
641,37.3029868,127.4029104
642,37.2902983,127.4512903
643,,
644,36.90575614,127.2811275
645,,
646,,
647,,
648,,
649,37.05048143,127.4423734
650,,
651,,
652,,
653,,
654,,
655,37.07496756,127.4493974
656,,
657,36.9423835,127.3137534
658,37.05296535,127.4441118
659,37.04939065,127.4422955
660,37.06537477,127.3584475
661,37.01382222,127.2027318
662,37.01468892,127.2680056
663,,37.1484252
664,,37.02632808
665,,37.03129457
666,,37.04072495
667,37.1120789,127.2216288
668,37.06692482,127.1684071
669,37.03580675,127.2665583
670,37.01500054,127.3233449
671,37.06237574,127.3532789
672,37.01136861,127.2283475
673,36.93747946,127.2676334
674,37.03193321,127.3082841
675,36.98126005,127.2486123
676,37.03129457,127.3091402
677,37.03129457,127.3091402
678,36.98179047,127.3054436
679,37.00600632,127.2764955
680,37.06277925,127.1752866
681,,
682,36.95556386,127.2339037
683,37.03286992,127.3077983
684,,
685,37.00801269,127.3222145
686,37.03462433,127.311302
687,37.04473877,127.1876548
688,37.04072495,127.2787777
689,,
690,37.06537477,127.3584475
691,37.04060489,127.2335172
692,37.08137613,127.4762155
693,37.08137613,127.4762155
694,37.13858064,127.2586203
695,36.94484456,127.2724178
696,37.02436334,127.4082382
697,36.96458914,127.1765353
698,37.08707032,127.3813834
699,37.05332267,127.4460377
700,37.03292256,127.3125318
701,36.95556386,127.2339037
702,37.08137613,127.4762155
703,36.95556386,127.2339037
704,37.08137613,127.4762155
705,37.08137613,127.4762155
706,37.08137613,127.4762155
707,37.07135656,127.1737201
708,36.9573625,127.3361149
709,,
710,37.07496756,127.4493974
711,37.01147343,127.2740516
712,36.99208545,127.1944218
713,36.91389187,127.2887768
714,37.02632808,127.3967906
715,37.03619871,127.1697214
716,37.0935581,127.4369507
717,37.1484252,127.2591408
718,36.93979477,127.3071227
719,,
720,36.90486129,127.2848617
721,37.10213345,127.3816525
722,37.04845463,127.374246
723,37.03129457,127.3091402
724,37.05998715,127.182812
725,36.93719748,127.2681309
726,36.96128357,127.3726932
727,36.97146184,127.382327
728,36.95858416,127.3624545
729,37.08369407,127.1928394
730,37.08898671,127.4076878
731,37.0366615,127.371252
732,37.0148321,127.27285
733,37.0149066,127.2034425
734,37.73953192,126.6029213
735,,
736,,
737,37.72080335,126.5522088
738,37.59749842,126.7871304
739,37.69773726,126.6627122
740,37.73782684,126.5308936
741,37.73782684,126.5308936
742,37.62985217,126.6430345
743,37.72436929,126.6301183
744,37.63416567,126.7094968
745,,37.73782684
746,,
747,37.64976252,126.5366529
748,37.65681711,126.6690218
749,37.5963726,126.7608946
750,37.61717867,126.7180616
751,37.69584154,126.5870201
752,37.73753694,126.5744441
753,37.65065371,126.5387272
754,37.72436929,126.6301183
755,37.72436929,126.6301183
756,37.73753694,126.5744441
757,37.64056733,126.5956311
758,37.73753694,126.5744441
759,37.64067164,126.5392752
760,,
761,37.63856861,126.5522798
762,,
763,37.74325041,126.5940653
764,37.60742595,126.708545
765,37.63856861,126.5522798
766,37.59749842,126.7871304
767,37.62923891,126.5704005
768,37.62923891,126.5704005
769,37.60742595,126.708545
770,37.74325041,126.5940653
771,37.74053999,126.5353186
772,37.75115055,126.536702
773,37.65095301,126.5378504
774,37.74053999,126.5353186
775,37.70084916,126.6554141
776,37.68954964,126.5811201
777,37.74063285,126.6113259
778,37.70259638,126.6527657
779,37.68954964,126.5811201
780,37.72080335,126.5522088
781,37.75115055,126.536702
782,37.70259638,126.6527657
783,37.6598492,126.6656916
784,37.6218241,126.7226352
785,37.7313634,126.5262356
786,37.6139959,126.759746
787,37.1153673,126.8838877
788,37.01595836,126.8062291
789,37.26222434,126.7470758
790,37.10542961,126.5413848
791,37.17179362,126.6208747
792,,
793,37.18561539,126.6510723
794,,
795,37.09226023,126.9547634
796,37.25809561,126.8478846
797,,
798,,
799,37.10461314,126.538514
800,37.18471499,126.9190955
801,37.13488129,126.9420791
802,37.11615561,126.6833759
803,37.28739561,126.739916
804,37.11597649,126.8816722
805,37.14379856,126.6790365
806,37.11586347,126.6840735
807,37.12433398,126.6843193
808,37.20822964,127.0624518
809,,37.21178295
810,,
811,,37.11602393
812,37.22301392,127.0436776
813,37.13747207,126.9240117
814,37.21178295,127.0056182
815,37.20562842,127.0758999
816,37.2029622,127.033262
817,37.2029622,127.033262
818,37.21229006,126.9607029
819,37.10842209,126.9320089
820,37.20553199,126.979379
821,37.20162602,127.0060676
822,37.20070358,127.0750147
823,37.20070358,127.0750147
824,37.19991547,126.6916017
825,37.03964713,126.7979009
826,37.16201067,126.8097116
827,37.11615561,126.6833759
828,37.1434727,126.6801435
829,37.28452547,126.9074266
830,37.24809533,126.7463933
831,37.22256215,126.7217822
832,37.19303681,126.9471612
833,37.18723257,126.7294229
834,,
835,37.19749051,126.8302682
836,37.17179362,126.6208747
837,37.24127708,126.879331
838,,
839,37.06108675,126.5589943
840,37.10768815,126.9464542
841,37.19175005,126.7422328
842,37.26475602,126.8229964
843,37.11654874,126.860405
844,37.24777073,126.9283938
845,37.18561539,126.6510723
846,37.14958947,126.9609458
847,37.24788422,126.9038799
848,,
849,37.21178295,127.0056182
850,37.16857307,126.8885203
851,37.1520899,126.8822454
852,37.09360673,126.8669218
853,37.114616,126.8766294
854,37.10453489,126.8541136
855,37.20642794,126.8168689
856,37.20580563,126.8455434
857,37.21178295,127.0056182
858,37.19581021,126.9331915
859,37.19301639,126.709793
860,37.20952975,127.1498312
861,,
862,37.1691231,126.6279186
863,37.09391602,126.9565242
864,37.16864358,126.6276763
865,37.17179362,126.6208747
866,37.17404108,126.6573183
867,,
868,,
869,,
870,37.23075725,126.9256702
871,37.25195811,126.9219799
872,,
873,37.16560961,126.6196468
874,37.2062671,126.8277703
875,37.132751,126.9064359
876,37.2784707,127.6494198
877,37.29742052,127.6599489
878,37.29306619,127.6669009
879,37.42839515,127.4142985
880,,
881,37.40134582,127.5363953
882,37.28005806,127.6797761
883,37.39171684,127.4383399
884,,
885,,37.29742052
886,,37.25990301
887,,37.2885093
888,,37.3001409
889,,37.24521079
890,37.41003508,127.4426415
891,37.29303893,127.6228994
892,37.23147142,127.6406562
893,,
894,37.30013475,127.6523383
895,37.39865915,127.6092427
896,37.3001409,127.6545498
897,37.29964666,127.6533754
898,37.25990301,127.6541067
899,37.2885093,127.6881569
900,37.29306619,127.6669009
901,37.24252242,127.7081456
902,37.25730913,127.7542056
903,37.2844393,127.740525
904,37.22625901,127.7074977
905,37.37621697,127.4728472
906,37.24252242,127.7081456
907,37.29742052,127.6599489
908,37.20214208,127.7116971
909,37.29742052,127.6599489
910,37.26348611,127.5748296
911,37.40874828,127.4745982
912,37.2885093,127.6881569
913,37.32069855,127.6427185
914,37.21254618,127.6203569
915,37.39931991,127.6974722
916,37.22625901,127.7074977
917,37.26836895,127.6900918
918,37.34761095,127.7060079
919,37.39081293,127.511636
920,37.34436958,127.6696563
921,37.29310135,127.6610454
922,37.2887617,127.6991685
923,37.27117841,127.7275118
924,37.29742052,127.6599489
925,37.34761095,127.7060079
926,37.29310135,127.6610454
927,37.29306619,127.6669009
928,37.39081293,127.511636
929,37.34436958,127.6696563
930,37.29742052,127.6599489
931,37.2887617,127.6991685
932,37.40047729,127.6592186
933,37.38406214,127.500418
934,37.38081787,127.4549902
935,37.40378408,127.4913224
936,37.21488363,127.5317723
937,37.23216612,127.5416804
938,37.3856114,127.5489581
939,37.30350392,127.5813914
940,,
941,37.26767639,127.651551
942,,
943,37.39171684,127.4383399
944,37.23807311,127.684187
945,37.16459716,127.6911044
946,37.30735177,127.6320256
947,37.38406214,127.500418
948,37.39358892,127.5482854
